full_name,description,language,topics,default_branch,license,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,watchers_count,size_kb,is_fork,is_archived,has_wiki,has_projects,has_discussions,contributors_count,commit_count_last_year,has_readme,readme_size_bytes,has_ci_workflow,open_prs_count,release_count,repo_age_days,days_since_last_push,days_since_last_update,commits_per_month,doc_score,maturity_score,community_score,topics_count,is_likely_template,is_abandoned
developmentseed/obstore,"The simplest, highest-throughput Python interface to S3, GCS & Azure Storage, powered by Rust.",Python,"['amazon-s3', 'azure', 'azure-storage', 'cloudflare-r2', 'google-cloud-storage', 'object-store', 'python', 'rust', 's3']",main,MIT,2024-10-17T19:46:34Z,2026-05-29T17:40:23Z,2026-05-29T17:40:20Z,751,31,50,751,23574,False,False,True,True,True,24,0,True,3020,True,5,24,75,-514,-514,0.0,3,5,10.09,9,False,False
siddsachar/Thoth,"Thoth - Personal AI Sovereignty. A local-first AI assistant with integrated tools, a personal knowledge graph, voice, vision, shell, browser automation, scheduled tasks, health tracking, and messaging channels. Run locally via Ollama or add opt-in cloud models. Your data stays on your machine.",Python,"['ai-assistant', 'langchain', 'langchain-python', 'local-llm', 'ollama', 'privacy', 'react-agent', 'sovereign-ai']",main,Apache-2.0,2026-03-06T19:50:36Z,2026-05-29T17:40:17Z,2026-05-29T17:42:32Z,1194,140,30,1194,52804,False,False,False,True,True,4,0,True,22470,True,5,25,-430,-514,-514,0.0,2,5,12.03,8,False,False
IAHispano/Applio,"A simple, high-quality voice conversion tool focused on ease of use and performance.",Python,"['ai', 'applio', 'pytorch', 'rvc', 'speech', 'speech-to-speech', 'text-to-speech', 'tts', 'vc', 'vits', 'voice', 'voice-clone', 'voice-cloning', 'voice-conversion']",main,MIT,2023-08-07T22:42:16Z,2026-05-29T17:39:59Z,2026-05-29T17:39:55Z,3312,531,28,3312,52032,False,False,False,False,False,151,0,True,5094,True,3,10,512,-514,-514,0.0,2,4,14.38,14,False,False
huggingface/huggingface_hub,The official Python client for the Hugging Face Hub.,Python,"['deep-learning', 'hacktoberfest', 'machine-learning', 'model-hub', 'models', 'natural-language-processing', 'pretrained-models', 'pytorch']",main,Apache-2.0,2020-12-22T10:20:28Z,2026-05-29T17:39:39Z,2026-05-29T17:39:36Z,3639,1042,194,3639,45931,False,False,False,True,False,334,0,True,7335,True,29,174,1470,-514,-514,0.0,2,5,15.15,8,False,False
NopeCHALLC/nopecha-scripts,Automated CAPTCHA solver usage examples.,Python,"['aws-captcha-solver', 'captcha-bypass', 'captcha-solving', 'cloudflare-turnstile', 'funcaptcha-solver', 'hcaptcha-bypass', 'hcaptcha-challenger', 'hcaptcha-solver', 'recaptcha-v2-captcha-solver', 'recaptcha-verification', 'text-captcha', 'turnstile-captcha-solver']",main,MIT,2023-03-23T18:18:40Z,2026-05-29T17:39:36Z,2026-05-29T17:39:29Z,1387,8,0,1387,87,False,False,True,True,False,3,0,True,1204,False,0,0,649,-514,-514,0.0,2,2,9.43,12,False,False
AxDSan/mnemosyne,"The Zero-Dependency, Sub-Millisecond AI Memory System for Hermes Agents and Everyone Else!",Python,"['agents', 'ai', 'hermes', 'hermes-agent', 'ml', 'nousresearch']",main,MIT,2026-04-05T14:59:04Z,2026-05-29T17:39:12Z,2026-05-29T17:39:08Z,738,69,3,738,3152,False,False,False,True,False,26,0,True,13694,True,2,20,-460,-514,-514,0.0,2,5,10.85,6,False,False
DataDog/dd-trace-py,Datadog Python APM Client,Python,"['apm', 'ci', 'datadog', 'debugging', 'error-monitoring', 'observability', 'profiling', 'python', 'security', 'tracing']",main,NOASSERTION,2016-06-20T18:52:23Z,2026-05-29T17:38:38Z,2026-05-29T17:42:02Z,639,509,254,639,135254,False,False,False,False,False,394,3518,True,1811,True,155,806,3116,-514,-514,33.87,1,4,12.7,10,False,False
zatosource/zato,"ESB, SOA, REST, APIs and Cloud Integrations in Python",Python,"['aerospace', 'airport', 'api', 'api-gateway', 'api-server', 'automation-framework', 'defense', 'enterprise', 'enterprise-service-bus', 'esb', 'fhir', 'healthcare', 'hl7', 'interoperability', 'ipaas', 'low-code', 'orchestration-framework', 'python', 'soa', 'telecommunications']",main,AGPL-3.0,2011-07-07T13:07:04Z,2026-05-29T17:38:30Z,2026-05-29T17:38:36Z,1009,252,0,1009,145126,False,False,False,False,False,44,3636,True,1811,True,0,0,4926,-514,-514,22.14,1,2,12.45,20,False,False
NVIDIA-NeMo/Skills,A project to improve skills of large language models,Python,[],main,Apache-2.0,2024-02-11T23:29:26Z,2026-05-29T17:38:18Z,2026-05-29T17:38:15Z,958,183,111,958,396304,False,False,False,True,True,89,0,True,8368,True,31,0,324,-514,-514,0.0,2,4,12.08,0,False,False
pantsbuild/pants,The Pants Build System,Python,"['aws-lambda', 'build', 'build-system', 'build-tool', 'build-tools', 'docker', 'golang', 'java', 'javascript', 'kotlin', 'monorepo', 'monorepos', 'pants', 'pantsbuild', 'pex', 'protobuf', 'python', 'rust', 'scala', 'shell']",main,Apache-2.0,2012-12-17T17:39:04Z,2026-05-29T17:38:38Z,2026-05-29T17:38:10Z,3776,703,1091,3776,175947,False,False,False,True,True,470,599,True,1057,True,78,668,4397,-514,-514,4.09,1,5,14.79,20,False,False
vllm-project/guidellm,Evaluate and Enhance Your LLM Deployments for Real-World Inference Needs,Python,[],main,Apache-2.0,2024-05-29T21:54:22Z,2026-05-29T17:38:31Z,2026-05-29T17:38:03Z,1186,160,89,1186,20765,False,False,True,True,True,51,0,True,21263,True,26,12,216,-514,-514,0.0,3,5,12.16,0,False,False
exo-explore/exo,Run frontier AI locally.,Python,[],main,Apache-2.0,2024-06-24T18:36:22Z,2026-05-29T17:37:56Z,2026-05-29T17:37:49Z,44975,3202,238,44975,39617,False,False,False,True,False,105,0,True,21297,True,90,16,190,-514,-514,0.0,2,5,18.79,0,False,False
Zitann/HarmonyOS-Haps,⚡️鸿蒙Next Hap安装包合集，如果您觉得有帮助，还请点亮一下 Star 🌟 哦~ 万分感谢！,Python,"['harmonyos', 'harmonyos-next']",main,,2024-11-15T05:53:02Z,2026-05-29T17:37:45Z,2026-05-29T17:37:40Z,2442,86,4,2442,66214,False,False,True,True,False,7,0,True,15918,True,0,0,46,-514,-514,0.0,3,3,12.27,2,False,False
ArcadeAI/arcade-mcp,MCP Server Framework and Tool Development library for building custom capabilities into agents. ,Python,"['ai', 'arcade', 'arcade-ai', 'claude', 'claude-code', 'claude-mcp', 'mcp', 'mcp-framework', 'mcp-gateway', 'mcp-runtime', 'mcp-server', 'mcp-servers', 'mcp-tools', 'mcpserver', 'model-context-protocol', 'model-context-protocol-sdk', 'python']",main,MIT,2024-04-26T22:25:48Z,2026-05-29T17:37:39Z,2026-05-29T17:37:36Z,907,94,19,907,28684,False,False,False,False,True,26,0,True,6182,True,7,0,249,-514,-514,0.0,2,3,11.37,17,False,False
NVIDIA/Model-Optimizer,"A unified library of SOTA model optimization techniques like quantization, distillation, pruning, neural architecture search, speculative decoding, etc. It compresses deep learning models for downstream deployment frameworks like TensorRT-LLM, TensorRT, vLLM, etc. to optimize inference speed.",Python,[],main,Apache-2.0,2024-04-23T19:00:54Z,2026-05-29T17:37:07Z,2026-05-29T17:55:31Z,2786,413,227,2786,68119,False,False,False,False,False,75,0,True,16378,True,173,36,252,-514,-514,0.0,2,4,13.96,0,False,False
NousResearch/hermes-agent,The agent that grows with you,Python,"['ai', 'ai-agent', 'ai-agents', 'anthropic', 'chatgpt', 'claude', 'claude-code', 'clawdbot', 'codex', 'hermes', 'hermes-agent', 'llm', 'moltbot', 'nous-research', 'openai', 'openclaw']",main,MIT,2025-07-22T22:22:28Z,2026-05-29T17:56:29Z,2026-05-29T17:36:59Z,172617,29052,14975,172617,272761,False,False,True,True,False,1381,0,True,13920,True,9914,16,-203,-514,-514,0.0,3,5,22.34,16,False,False
rommapp/romm,"A beautiful, powerful, self-hosted rom manager and player.",Python,"['emulation', 'open-source', 'retrogaming', 'rommapp', 'self-hosted']",master,AGPL-3.0,2023-03-08T16:11:01Z,2026-05-29T17:36:32Z,2026-05-29T17:37:02Z,8921,425,159,8921,418338,False,False,False,True,True,124,0,True,9058,True,8,175,664,-514,-514,0.0,2,5,15.15,5,False,False
openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,TypeScript,"['ai', 'assistant', 'crustacean', 'molty', 'openclaw', 'own-your-data', 'personal']",main,NOASSERTION,2025-11-24T10:16:47Z,2026-05-29T17:58:01Z,2026-05-29T17:57:46Z,375482,78357,7058,375482,1438430,False,False,False,False,False,2414,56206,True,86712,True,3089,185,-328,-514,-514,56206.0,2,4,24.11,7,False,False
HugoRCD/evlog,"Digging through logs is not observability. It's hope. — wide events, structured errors, TypeScript-first, every runtime.",TypeScript,"['axiom', 'debugging', 'error-handling', 'logging', 'nextjs', 'nuxt', 'observability', 'otlp', 'posthog', 'sentry', 'typescript', 'wide-events']",main,MIT,2026-01-24T18:05:22Z,2026-05-29T17:57:47Z,2026-05-29T17:57:42Z,1377,41,10,1377,19198,False,False,False,False,False,28,0,True,45154,True,3,34,-389,-514,-514,0.0,2,4,10.97,12,False,False
lingdojo/kana-dojo,"Aesthetic, minimalist platform for learning Japanese inspired by Duolingo and Monkeytype, built with Next.js and sponsored by Vercel. Beginner-friendly with plenty of good first issues - all contributions are welcome!",TypeScript,"['beginner', 'beginner-friendly', 'contribute', 'contribution', 'contributions-welcome', 'first-contributions', 'first-timers-only', 'good-first-contribution', 'good-first-issue', 'good-first-pr', 'hacktoberfest', 'help-wanted', 'japanese', 'japanese-language', 'language-learning', 'learn-japanese', 'nextjs', 'open-source', 'react', 'up-for-grabs']",main,AGPL-3.0,2025-05-26T10:38:07Z,2026-05-29T17:57:39Z,2026-05-29T17:57:35Z,2481,2099,321,2481,126581,False,False,True,True,True,1914,21254,True,9210,True,280,3,-146,-514,-514,21254.0,3,5,15.47,20,False,False
readest/readest,"Readest is a modern, feature-rich ebook reader designed for avid readers offering seamless cross-platform access, powerful tools, and an intuitive interface to elevate your reading experience.",TypeScript,"['android', 'cross-platform', 'ebook', 'ebook-reader', 'epub', 'foliate', 'ios', 'koreader', 'nextjs', 'opds', 'pdf', 'reader', 'sync', 'tauri', 'tts']",main,AGPL-3.0,2024-10-12T23:16:55Z,2026-05-29T17:58:02Z,2026-05-29T17:57:10Z,20957,1217,129,20957,113574,False,False,True,True,True,76,0,True,19830,True,7,94,80,-514,-514,0.0,3,5,17.06,15,False,False
cline/cline,"Autonomous coding agent as an SDK, IDE extension, or CLI assistant.",TypeScript,[],main,Apache-2.0,2024-07-06T07:28:10Z,2026-05-29T17:57:15Z,2026-05-29T17:57:32Z,62517,6568,974,62517,409092,False,False,True,True,True,293,0,True,8938,True,476,270,178,-514,-514,0.0,3,5,19.83,0,False,False
n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",TypeScript,"['ai', 'apis', 'automation', 'cli', 'data-flow', 'development', 'integration-framework', 'integrations', 'ipaas', 'low-code', 'low-code-platform', 'mcp', 'mcp-client', 'mcp-server', 'n8n', 'no-code', 'self-hosted', 'typescript', 'workflow', 'workflow-automation']",master,NOASSERTION,2019-06-22T09:24:21Z,2026-05-29T17:57:20Z,2026-05-29T17:56:56Z,190239,58126,1496,190239,578046,False,False,False,False,False,651,7720,True,3698,True,1059,648,2019,-514,-514,114.71,2,4,23.13,20,False,False
bitwarden/clients,"Bitwarden client apps (web, browser extension, desktop, and cli).",TypeScript,"['angular', 'bitwarden', 'browser-extension', 'chrome', 'cli', 'desktop', 'electron', 'firefox', 'javascript', 'nodejs', 'safari', 'typescript', 'webextension']",main,NOASSERTION,2016-03-09T23:14:01Z,2026-05-29T17:57:58Z,2026-05-29T17:56:47Z,12922,1844,1108,12922,1230749,False,False,False,False,True,490,4085,True,3194,True,442,494,3219,-514,-514,38.07,2,4,16.99,13,False,False
DaKheera47/job-ops,"job-ops: DevOps principles applied to job hunting. A self-hosted pipeline to track, analyze, and assist your application process",TypeScript,"['automation', 'career', 'dashboard', 'docker', 'job-search', 'jobhunt', 'jobtracker', 'nextjs', 'productivity', 'self-hosted', 'sponsorship']",main,NOASSERTION,2025-12-11T23:57:21Z,2026-05-29T17:56:47Z,2026-05-29T17:56:42Z,3269,406,50,3269,6353,False,False,False,True,True,23,0,True,6716,True,5,45,-345,-514,-514,0.0,2,5,14.1,11,False,False
vellum-ai/vellum-assistant,"A personal AI assistant that evolves with you. Memory, personality, proactive reach-outs — across macOS, Telegram, and Slack.",TypeScript,"['ai-assistant', 'anthropic', 'llm', 'macos', 'open-source', 'openai', 'personal-ai', 'slack-bot', 'telegram-bot', 'typescript']",main,MIT,2026-02-07T21:19:17Z,2026-05-29T17:56:44Z,2026-05-29T17:56:41Z,523,75,102,523,286089,False,False,False,True,False,38,25248,True,9691,True,88,118,-403,-514,-514,25248.0,2,5,10.59,10,False,False
MetaMask/eth-phishing-detect,Utility for detecting phishing domains targeting Web3 users,TypeScript,[],main,NOASSERTION,2017-08-03T01:57:18Z,2026-05-29T17:56:37Z,2026-05-29T17:56:31Z,1286,1075,15,1286,42062710,False,False,False,False,True,532,73731,True,2136,True,5,3,2707,-514,-514,817.11,2,4,14.14,0,False,False
jpedroschmitz/typescript-nextjs-starter,Non-opinionated TypeScript starter for Next.js 16. All the tools you need to build your next project ⚡️,TypeScript,"['cursor', 'hacktoberfest', 'nextjs', 'react', 'starter', 'typescript']",main,MIT,2020-03-19T18:26:38Z,2026-05-29T17:56:11Z,2026-05-29T17:56:08Z,1436,163,3,1436,4782,False,False,False,False,False,19,0,True,7359,True,0,23,1748,-514,-514,0.0,2,3,12.37,6,True,False
software-mansion/TypeGPU,"A modular and open-ended toolkit for WebGPU, with advanced type inference and the ability to write shaders in TypeScript",TypeScript,"['gpgpu', 'gpu', 'gpu-computing', 'gpu-programming', 'graphics', 'javascript', 'typesafe', 'typescript', 'webgpu', 'webgpu-api', 'wgsl', 'wgsl-shader']",main,MIT,2024-02-17T13:29:14Z,2026-05-29T17:55:42Z,2026-05-29T17:55:41Z,2518,70,257,2518,358861,False,False,False,True,True,21,0,True,9849,True,77,44,318,-514,-514,0.0,2,5,12.09,12,False,False
ether/etherpad,Etherpad: A modern really-real-time collaborative document editor.,TypeScript,"['collaboration', 'collaborative', 'collaborative-ai', 'collaborative-editing', 'collaborative-framework', 'collaborative-research', 'collaborative-writing', 'document', 'documents', 'etherpad', 'pdf-generation', 'rich-text-editor', 'video-conference', 'video-conferencing', 'web-editor']",develop,Apache-2.0,2011-03-26T13:09:02Z,2026-05-29T17:55:39Z,2026-05-29T17:55:30Z,18381,3021,19,18381,49401,False,False,True,True,True,367,0,True,15180,True,15,76,5029,-514,-514,0.0,3,5,17.83,15,False,False
refactoringhq/tolaria,Desktop app to manage markdown knowledge bases,TypeScript,[],main,AGPL-3.0,2026-02-14T19:43:14Z,2026-05-29T17:55:32Z,2026-05-29T17:55:25Z,11643,834,13,11643,84334,False,False,False,False,True,22,0,True,6175,True,9,1154,-410,-514,-514,0.0,2,4,16.09,0,False,False
archestra-ai/archestra,"Enterprise AI Platform with guardrails, MCP registry, gateway & orchestrator",TypeScript,"['a2a', 'a2a-mcp', 'acp', 'agent', 'ai', 'chatgpt', 'chatgpt-api', 'claude', 'deepseek', 'gemini', 'k8s', 'mcp', 'mcp-client', 'mcp-gateway', 'mcp-host', 'mcp-server', 'mcp-servers', 'mcp-tools', 'openai', 'runtime']",main,AGPL-3.0,2025-07-15T12:07:55Z,2026-05-29T17:55:42Z,2026-05-29T17:55:24Z,3754,915,137,3754,570576,False,False,False,False,False,72,0,True,7897,True,56,241,-196,-514,-514,0.0,2,4,15.05,20,False,False
hamsterbase/hamsterbase,"self-hosted, local-first web archive application.",TypeScript,[],main,NOASSERTION,2022-04-23T06:53:10Z,2026-05-29T17:55:12Z,2026-05-29T17:55:07Z,674,26,9,674,20729,False,False,True,True,False,2,0,True,1690,False,0,29,983,-514,-514,0.0,2,3,9.81,0,False,False
Expensify/App,"Welcome to New Expensify: a complete re-imagination of financial collaboration, centered around chat. Help us build the next generation of Expensify by sharing feedback and contributing to the code.",TypeScript,[],main,MIT,2020-08-07T19:08:07Z,2026-05-29T17:55:34Z,2026-05-29T17:55:39Z,4884,3847,2244,4884,2516536,False,False,True,True,False,2357,95321,True,6149,True,765,2616,1607,-514,-514,1779.48,3,5,16.75,0,False,False
microsoft/vscode,Visual Studio Code,TypeScript,"['editor', 'electron', 'microsoft', 'typescript', 'visual-studio-code']",main,MIT,2015-09-03T20:23:38Z,2026-05-29T17:57:40Z,2026-05-29T17:54:40Z,185517,40232,18240,185517,1269225,False,False,True,True,False,3096,23468,True,6826,True,2098,216,3407,-514,-514,206.65,3,5,22.73,5,False,False
microsoft/pxt,Microsoft MakeCode (PXT - Programming eXperience Toolkit),TypeScript,"['adafruit', 'blockly', 'editor', 'javascript', 'makecode', 'microbit', 'microsoft-makecode', 'minecraft', 'pxt', 'typescript']",master,MIT,2016-01-24T19:35:52Z,2026-05-29T17:54:41Z,2026-05-29T17:54:36Z,2288,633,348,2288,353023,False,False,False,True,False,123,543,True,6315,True,133,0,3264,-514,-514,4.99,2,4,14.19,10,False,False
meshery/meshery,"Meshery, the cloud native manager",TypeScript,"['cloud-native', 'cncf', 'control-plane', 'docker', 'gitops', 'golang', 'gsoc', 'hacktoberfest', 'infrastructure-as-code', 'internal-developer-platform', 'kanvas', 'kubernetes', 'kubernetes-operator', 'management-plane', 'meshery', 'opa', 'platform-engineering', 'reactjs', 'visualization', 'webassembly']",master,Apache-2.0,2018-11-14T13:41:00Z,2026-05-29T17:54:42Z,2026-05-29T17:54:35Z,10250,3368,1443,10250,2931894,False,False,False,True,True,1932,14454,True,28605,True,519,812,2239,-514,-514,193.67,2,5,17.36,20,False,False
Azure/azure-sdk-for-js,This repository is for active development of the Azure SDK for JavaScript (NodeJS & Browser). For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/javascript/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-js. ,TypeScript,"['azure', 'azure-sdk', 'browser', 'hacktoberfest', 'javascript', 'nodejs', 'typescript']",main,MIT,2017-10-25T18:44:09Z,2026-05-29T17:54:26Z,2026-05-29T17:54:20Z,2292,1375,812,2292,670399,False,False,True,True,False,611,3239,True,8657,True,209,4270,2624,-514,-514,37.03,3,5,14.96,7,False,False
traceroot-ai/traceroot,TraceRoot - open-source observability and self-healing layer for AI agents. YC S25,TypeScript,"['agent-observability', 'agentic', 'ai-observability', 'analytics', 'debugging-tool', 'developer-tools', 'llm-observability', 'observability', 'open-source']",main,NOASSERTION,2025-07-22T19:50:15Z,2026-05-29T17:53:30Z,2026-05-29T17:53:26Z,597,145,101,597,85761,False,False,True,True,True,40,0,True,10349,True,48,7,-203,-514,-514,0.0,3,5,11.38,9,False,False
